source,target,number of recipes,breakfast,brunch,lunch,dinner,dessert,ice cream,drink,vegan,vegetarian
basil,chicken,32,0,0,4,8,0,0,0,0,0
basil,milk/cream,32,1,2,5,3,3,0,0,0,9
bean,sausage,32,0,0,7,10,0,0,0,0,0
carrot,fennel,32,0,0,2,7,0,0,0,5,9
carrot,milk/cream,32,0,0,1,5,1,0,0,0,8
celery,herb,32,1,0,1,1,0,0,1,6,6
celery,tomato,32,0,3,5,4,0,0,2,2,2
cheese,citrus,32,0,0,1,1,6,0,0,0,20
chicken,parsley,32,0,0,0,8,0,0,0,0,0
chicken,vinegar,32,0,0,2,10,0,0,0,0,0
chocolate,cinnamon,32,1,1,0,0,25,0,4,0,19
cilantro,pepper,32,1,0,5,0,0,0,0,3,9
cilantro,shrimp,32,0,0,6,7,0,0,0,0,0
cucumber,dill,32,0,0,3,0,0,0,0,8,17
dried fruit,raisin,32,3,3,1,0,12,0,1,7,18
egg,leafy green,32,6,11,5,3,0,0,0,0,13
egg,strawberry,32,0,0,0,0,32,0,0,0,23
fennel,fish,32,0,1,3,7,0,0,0,0,0
fish,mushroom,32,0,0,1,10,0,0,0,0,0
garlic,soy sauce,32,1,1,3,4,0,0,0,1,3
ginger,lemon,32,0,2,1,2,11,0,6,2,14
ginger,pork,32,0,0,3,10,0,0,0,0,0
ginger,raisin,32,2,2,0,0,9,0,0,2,17
ham,pork,32,5,6,3,7,0,0,0,0,0
herb,hot pepper,32,1,0,1,2,0,0,0,1,9
mayonnaise,sour cream,32,0,0,2,0,0,0,0,0,14
milk/cream,nutmeg,32,0,1,0,2,9,0,9,0,13
onion,sour cream,32,0,0,2,4,0,0,0,0,15
onion,spinach,32,2,2,2,2,0,0,0,2,16
pasta,zucchini,32,0,0,4,12,0,0,0,4,14
rice,shrimp,32,0,0,2,5,0,0,0,0,0
tomato,veal,32,0,2,0,12,0,0,0,0,0
bacon,herb,31,1,1,2,4,0,0,0,0,0
bacon,mushroom,31,0,0,4,4,0,0,0,0,0
banana,milk/cream,31,2,2,0,0,25,0,1,0,16
basil,bell pepper,31,0,0,4,3,0,0,0,4,18
bell pepper,corn,31,0,0,2,2,0,0,0,3,13
chicken,pork,31,0,0,5,8,0,0,0,0,0
egg,mayonnaise,31,0,0,7,1,0,0,0,0,13
egg,mustard,31,3,3,3,1,0,0,0,0,6
egg,sausage,31,16,17,3,1,0,0,0,0,0
fruit juice,ginger,31,1,3,0,0,3,0,19,3,5
ginger,honey,31,2,2,1,5,7,0,3,0,8
ginger,mango,31,4,4,0,2,10,0,2,3,12
herb,shrimp,31,0,0,4,5,0,0,0,0,0
herb,zucchini,31,0,1,3,4,0,0,0,9,20
lemon,mustard,31,0,0,1,3,0,0,0,2,8
milk/cream,shrimp,31,0,1,5,3,0,0,0,0,0
parsley,pasta,31,0,0,3,8,0,0,0,2,13
parsley,white wine,31,0,0,0,1,0,0,0,1,3
pasta,pepper,31,0,0,3,4,0,0,0,2,12
pork,rosemary,31,1,1,1,12,0,0,0,0,0
spinach,tomato,31,1,1,2,5,0,0,0,1,8
almond,berry,30,2,1,0,0,26,0,0,1,20
apple,ginger,30,1,2,0,0,10,0,4,2,10
arugula,parmesan,30,0,0,5,3,0,0,0,0,15
avocado,onion,30,1,1,3,3,0,0,0,9,13
bacon,parmesan,30,2,2,2,5,0,0,0,0,0
beef,pepper,30,0,0,2,11,0,0,0,0,0
bell pepper,carrot,30,0,0,4,2,0,0,0,6,14
bell pepper,egg,30,9,13,4,3,0,0,0,0,11
bell pepper,mushroom,30,0,0,2,4,0,0,0,4,12
berry,chocolate,30,0,0,0,0,30,0,1,0,19
berry,lemon,30,3,4,0,0,25,0,1,6,23
blueberry,milk/cream,30,6,3,1,1,26,0,1,1,22
carrot,leek,30,0,0,0,3,0,0,0,3,6
cheese,zucchini,30,1,4,6,6,0,0,0,0,27
chicken,lime,30,0,0,3,5,0,0,0,0,0
chive,potato,30,1,0,4,1,0,0,0,2,17
chive,sour cream,30,3,2,4,1,0,0,0,0,9
chocolate,vanilla,30,0,0,0,0,27,0,4,0,16
cilantro,fish,30,0,1,3,6,0,0,0,0,0
citrus,pepper,30,0,0,1,3,0,0,0,2,5
cucumber,radish,30,0,1,5,6,0,0,0,3,9
dill,mustard,30,0,1,0,2,0,0,0,1,2
egg,pepper,30,16,17,3,2,0,0,0,0,15
fruit juice,vodka,30,0,4,0,0,1,0,29,4,4
ginger,hot pepper,30,0,0,1,4,0,0,0,2,4
ginger,pasta,30,0,0,3,4,0,0,0,2,6
ginger,poultry,30,0,0,3,12,0,0,0,0,0
kale,leafy green,30,2,1,4,8,0,0,1,8,13
leafy green,mustard,30,2,2,5,3,0,0,0,1,9
lemon,white wine,30,0,0,0,0,2,0,5,1,2
lime,mango,30,0,0,0,2,18,0,2,6,12
lime,milk/cream,30,0,1,0,0,21,0,2,0,13
mushroom,spinach,30,1,2,5,9,0,0,0,3,13
olive,pepper,30,0,0,3,1,0,0,0,3,12
onion,veal,30,0,2,0,6,0,0,0,0,0
parmesan,ricotta,30,1,0,3,9,0,0,0,0,14
parsnip,potato,30,0,0,0,2,0,0,0,3,15
red wine,wine,30,0,1,1,11,3,0,8,1,3
ricotta,tomato,30,1,2,3,7,2,0,0,0,13
rosemary,tomato,30,0,1,4,9,0,0,0,2,2
bell pepper,hot pepper,29,2,0,2,2,0,0,0,6,8
bell pepper,pasta,29,0,0,3,2,0,0,0,3,14
blueberry,raspberry,29,2,2,0,0,28,0,1,4,19
cheddar,potato,29,3,2,2,1,0,0,0,0,11
chicken,parmesan,29,0,0,0,8,0,0,0,0,0
chicken,rosemary,29,0,0,0,4,0,0,0,0,0
citrus,pasta,29,0,0,2,6,0,0,0,2,10
clam,shrimp,29,0,0,4,10,0,0,0,0,0
fish,parsley,29,0,0,0,2,0,0,0,0,0
ginger,pear,29,0,1,0,1,16,0,0,6,14
honey,milk/cream,29,4,4,0,0,17,0,3,0,15
hot pepper,milk/cream,29,2,2,3,1,1,0,1,0,8
jalapeno,lime,29,0,0,1,4,0,0,0,5,8
lamb,yogurt,29,0,0,1,7,0,0,0,0,0
leafy green,poultry,29,0,0,5,12,0,0,0,0,0
lemon,strawberry,29,1,1,0,0,25,0,4,1,14
milk/cream,pumpkin,29,1,1,2,2,20,0,0,0,12
mushroom,rosemary,29,1,2,2,4,0,0,0,4,10
onion,zucchini,29,1,1,4,2,0,0,0,6,16
parmesan,white wine,29,0,0,0,1,0,0,0,0,5
pork,rice,29,0,0,1,4,0,0,0,0,0
tomato,tortillas,29,2,1,8,7,0,0,0,1,11
almond,lemon,28,0,0,0,1,20,0,0,0,13
basil,eggplant,28,0,0,1,1,0,0,0,5,20
basil,goat cheese,28,0,1,11,3,0,0,0,0,19
basil,shrimp,28,0,0,5,4,0,0,0,0,0
bean,leafy green,28,0,0,6,7,0,0,0,3,9
cheese,mustard,28,1,1,3,0,1,0,0,0,9
cheese,walnut,28,0,0,4,7,6,0,0,0,19
chicken,tarragon,28,0,0,4,11,0,0,0,0,0
cilantro,tomatillo,28,1,0,2,3,0,0,0,6,10
citrus,fennel,28,0,2,5,2,0,0,0,6,10
clove,nutmeg,28,1,1,0,2,8,0,8,0,8
coriander,cumin,28,0,1,1,6,0,0,0,7,8
corn,jalapeno,28,0,0,3,4,0,0,0,3,11
dill,fish,28,3,3,1,6,0,0,0,0,1
egg,walnut,28,1,2,1,0,23,0,0,0,20
fish,snapper,28,0,0,0,10,0,0,0,0,0
garlic,oregano,28,1,1,1,4,0,0,0,1,2
ginger,leafy green,28,0,0,2,4,0,0,0,6,7
herb,mayonnaise,28,0,0,1,2,0,0,0,0,2
hot pepper,shrimp,28,0,0,4,4,0,0,0,0,0
leafy green,watercress,28,0,0,4,0,0,0,0,2,10
leek,mushroom,28,0,1,2,5,0,0,0,2,8
lime,tomato,28,1,0,2,1,0,0,0,3,6
mango,pineapple,28,2,3,0,1,18,0,2,8,19
milk/cream,parsley,28,2,1,3,2,0,0,0,0,15
milk/cream,rice,28,1,0,1,1,16,0,0,0,16
parmesan,potato,28,0,0,0,5,0,0,0,0,20
potato,thyme,28,0,0,0,4,0,0,0,4,11
raisin,rice,28,0,0,0,3,7,0,0,6,18
thyme,tomato,28,0,1,4,7,0,0,0,5,7
apricot,cherry,27,1,1,0,1,20,0,2,3,19
bacon,beef,27,0,0,5,10,0,0,0,0,0
bread,onion,27,0,2,5,1,1,0,0,0,6
cabbage,vinegar,27,0,0,0,0,0,0,0,12,19
capers,fish,27,0,2,4,3,0,0,0,0,0
carrot,vinegar,27,0,0,2,6,0,0,0,8,13
cheese,prosciutto,27,3,4,8,3,0,0,0,0,0
chickpea,tomato,27,0,0,6,6,0,0,0,5,13
chocolate,sour cream,27,2,2,0,0,26,0,0,0,17
citrus,grapefruit,27,2,3,3,2,12,0,1,10,19
citrus,olive,27,0,0,2,2,0,0,0,5,11
cranberry,ginger,27,0,0,0,1,6,0,2,8,12
dill,onion,27,1,1,4,1,0,0,0,4,10
egg,garlic,27,5,5,3,0,0,0,0,0,10
egg,pistachio,27,0,0,0,0,24,0,0,0,20
endive,leafy green,27,0,1,5,1,0,0,0,5,13
fish,shrimp,27,0,0,4,7,0,0,0,0,0
garlic,salad dressing,27,0,0,1,0,0,0,0,0,1
garlic,spinach,27,1,1,2,2,0,0,0,5,11
ginger,lemongrass,27,1,0,0,3,1,0,0,2,2
lemon,olive,27,0,0,1,2,0,0,0,4,10
lemon,potato,27,0,0,2,3,0,0,0,3,8
mayonnaise,tarragon,27,0,0,8,2,0,0,0,0,4
milk/cream,sweet potato/yam,27,0,0,1,2,6,0,0,0,12
mushroom,red wine,27,0,0,0,7,0,0,0,0,1
mustard,potato,27,0,0,2,3,0,0,0,4,11
olive,potato,27,0,0,1,4,0,0,0,4,6
onion,soy sauce,27,0,0,3,3,0,0,0,1,2
parmesan,pork,27,4,3,4,3,0,0,0,0,0
parmesan,rice,27,0,0,1,1,0,0,0,0,4
pasta,pea,27,0,0,3,9,0,0,0,0,10
pepper,rice,27,0,0,1,3,0,0,0,2,8
pork,white wine,27,0,0,0,7,0,0,0,0,0
apple,cabbage,26,0,0,1,4,0,0,0,4,16
apple,pecan,26,4,4,0,0,17,0,0,1,14
arugula,onion,26,0,1,5,4,0,0,0,7,12
asparagus,pasta,26,0,0,4,8,0,0,0,0,12
avocado,leafy green,26,1,1,8,4,0,0,0,7,10
bean,beef,26,0,0,0,4,0,0,0,0,0
beef,beef tenderloin,26,0,0,0,14,0,0,0,0,0
beef,leafy green,26,0,0,5,2,0,0,0,0,0
beef,soy sauce,26,0,0,2,12,0,0,0,0,0
bell pepper,fish,26,0,1,2,5,0,0,0,0,0
blackberry,milk/cream,26,3,0,0,0,24,0,2,1,16
carrot,pork,26,0,0,1,2,0,0,0,0,0
carrot,poultry,26,0,0,0,6,0,0,0,0,0
cheddar,onion,26,2,3,6,4,0,0,0,0,4
cheese,hot pepper,26,4,3,3,1,0,0,0,0,13
chive,parsley,26,1,1,3,4,0,0,0,3,15
clam,pasta,26,0,0,0,4,0,0,0,0,0
coconut,lime,26,0,0,0,1,13,0,3,2,9
coconut,pineapple,26,2,3,0,0,22,0,4,5,17
dill,lemon,26,0,0,2,3,0,0,0,0,6
dill,milk/cream,26,0,0,1,3,0,0,0,0,4
dill,potato,26,0,1,2,3,0,0,0,0,8
duck,poultry,26,0,0,0,13,0,0,0,0,0
egg,spinach,26,10,14,6,2,0,0,0,0,15
fish,orange,26,0,1,2,4,0,0,0,0,0
fish,sour cream,26,1,4,6,1,0,0,0,0,3
fish,vinegar,26,0,0,0,3,0,0,0,0,0
green bean,tomato,26,0,0,2,6,0,0,0,5,8
honey,lemon,26,0,0,0,1,13,0,5,0,14
leafy green,pepper,26,0,0,3,3,0,0,0,2,11
milk/cream,raisin,26,3,3,0,0,17,0,0,0,17
onion,yogurt,26,0,1,1,0,0,0,0,0,10
parmesan,spinach,26,1,1,4,6,0,0,0,0,13
parsley,thyme,26,0,0,3,6,0,0,0,3,6
pasta,spinach,26,0,0,4,10,0,0,0,1,11
potato,sour cream,26,2,0,2,1,0,0,0,0,9
potato,white wine,26,0,0,3,3,0,0,0,2,3
raisin,walnut,26,2,2,0,1,14,0,0,4,14
tomato,yogurt,26,0,0,4,2,0,0,0,0,10
almond,walnut,25,3,1,1,0,19,0,1,3,15
anise,cinnamon,25,1,1,1,1,7,0,4,3,9
apple,vinegar,25,0,0,0,2,0,0,0,5,11
banana,chocolate,25,3,2,0,0,25,0,0,0,13
banana,rum,25,1,1,0,0,21,0,4,1,12
basil,olive,25,0,0,6,5,0,0,0,1,7
bean,bell pepper,25,1,0,2,2,0,0,0,4,10
bean,jalapeno,25,0,1,3,3,0,0,0,1,7
carrot,thyme,25,0,0,0,4,0,0,0,1,3
cheese,ham,25,2,6,9,6,0,0,0,0,0
chicken,orange,25,0,0,0,10,0,0,0,0,0
chile pepper,hot pepper,25,0,0,0,8,0,0,1,5,6
corn,cornmeal,25,3,5,3,2,1,0,0,0,7
cream cheese,lemon,25,0,1,1,0,19,0,0,0,14
curry,yogurt,25,0,0,5,3,0,0,0,0,4
egg,hazelnut,25,0,0,1,1,22,0,0,0,15
eggplant,pasta,25,0,0,2,6,0,0,0,3,15
fennel,herb,25,0,1,4,4,1,0,0,4,6
fish,soy sauce,25,0,0,2,7,0,0,0,0,0
garlic,rice,25,0,0,0,1,0,0,0,3,7
green bean,potato,25,0,0,1,6,0,0,0,5,11
herb,sage,25,1,2,0,4,1,0,0,1,9
herb,salmon,25,4,7,5,8,0,0,0,0,0
honey,vinegar,25,0,0,1,2,0,0,0,0,9
lemon,thyme,25,1,0,0,3,3,0,0,2,6
lime,tequila,25,0,0,0,1,6,0,14,2,4
milk/cream,pear,25,1,2,1,1,18,0,0,0,13
milk/cream,salmon,25,1,1,2,4,0,0,0,0,0
milk/cream,thyme,25,1,1,0,2,2,0,0,0,10
mushroom,pepper,25,2,4,3,7,0,0,0,3,13
mushroom,shrimp,25,0,0,2,4,0,0,0,0,0
onion,pea,25,0,0,1,4,0,0,0,2,6
pasta,pine nut,25,0,0,0,10,0,0,0,3,14
pepper,poultry,25,0,0,1,5,0,0,0,0,0
pine nut,raisin,25,1,0,1,2,3,0,0,8,16
pineapple,rum,25,0,0,0,0,10,0,14,0,8
pork,vinegar,25,0,0,0,3,0,0,0,0,0
raspberry,strawberry,25,1,4,0,0,18,0,7,5,14
anise,ginger,24,1,2,1,3,6,0,1,3,9
apple,celery,24,3,2,2,1,0,0,3,5,11
apple,herb,24,1,0,0,3,1,0,1,1,6
basil,parsley,24,0,0,4,6,0,0,0,3,11
basil,zucchini,24,1,2,3,3,0,0,0,5,16
bean,carrot,24,0,0,4,4,0,0,0,1,2
bean,chickpea,24,0,1,5,6,0,0,0,3,16
bell pepper,shrimp,24,0,0,3,1,0,0,0,0,0
cabbage,pork,24,0,0,2,7,0,0,0,0,0
celery,parsley,24,1,0,1,1,0,0,1,6,8
chard,leafy green,24,2,2,1,3,0,0,0,6,14
cheese,cornmeal,24,1,2,3,5,1,0,0,0,8
chicken,corn,24,0,0,2,8,0,0,0,0,0
chocolate,peanut,24,0,0,1,1,20,0,0,0,12
cinnamon,raisin,24,4,3,1,3,9,0,1,6,10
citrus,mango,24,0,1,1,1,11,0,0,7,11
corn,herb,24,1,1,0,1,0,0,0,5,8
curry,onion,24,0,0,2,2,0,0,0,1,4
date,walnut,24,3,1,0,0,14,1,1,0,15
egg,liqueur,24,1,1,0,0,21,0,2,0,13
fish,hot pepper,24,0,0,1,3,0,0,0,0,0
goat cheese,onion,24,0,1,7,4,0,0,0,0,14
herb,sour cream,24,1,2,3,3,0,0,0,0,13
jalapeno,pepper,24,0,0,3,2,0,0,0,2,8
leafy green,mayonnaise,24,0,0,7,5,0,0,0,0,8
leek,white wine,24,0,0,2,8,0,0,0,1,3
lemon,vodka,24,0,3,0,2,1,0,17,0,3
lime,orange,24,0,1,0,0,0,0,8,0,1
lobster,tomato,24,0,0,5,4,0,0,0,0,0
milk/cream,pistachio,24,0,0,1,1,22,0,1,0,14
milk/cream,rosemary,24,1,1,1,2,0,0,0,0,9
mint,pasta,24,0,0,2,5,0,0,0,5,9
orange,pineapple,24,2,4,1,1,10,0,9,6,11
orange,red wine,24,0,3,0,2,7,0,13,6,7
parmesan,parsley,24,0,0,1,2,0,0,0,0,13
pea,rice,24,0,0,2,2,0,0,0,5,8
pepper,sausage,24,2,2,2,6,0,0,0,0,0
pork,prosciutto,24,2,2,3,1,0,0,0,0,0
scallop,tomato,24,0,0,2,2,0,0,0,0,0
shrimp,white wine,24,0,0,3,3,0,0,0,0,0
almond,garlic,23,0,0,1,3,0,0,0,4,12
arugula,cheese,23,0,1,8,2,0,0,0,0,9
asparagus,parmesan,23,2,2,2,4,0,0,0,0,11
bacon,vinegar,23,0,0,2,3,0,0,0,0,0
bacon,white wine,23,0,0,2,3,0,0,0,0,0
beef,rosemary,23,0,0,0,7,0,0,0,0,0
beet,leafy green,23,0,0,3,3,0,0,0,2,16
blue cheese,milk/cream,23,0,0,1,1,1,0,0,0,13
blue cheese,onion,23,0,0,4,3,0,0,0,0,9
bread,walnut,23,10,10,0,0,4,0,0,0,12
butter,egg,23,2,4,2,1,15,0,0,0,18
butternut squash,squash,23,0,1,7,10,0,0,0,4,10
carrot,cilantro,23,2,2,3,2,0,0,0,6,12
carrot,lamb,23,0,0,0,9,0,0,0,0,0
carrot,white wine,23,0,0,0,5,0,0,0,0,1
champagne,fruit juice,23,0,8,0,0,0,0,23,8,8
cheese,pine nut,23,0,0,4,5,1,0,0,0,10
cheese,sour cream,23,1,1,4,1,5,0,0,0,15
chicken,sausage,23,0,0,1,5,0,0,0,0,0
chile pepper,cilantro,23,0,0,2,5,0,0,0,9,12
chive,tarragon,23,2,2,2,4,0,0,0,3,8
chocolate,jam or jelly,23,0,0,0,0,21,0,0,0,17
cilantro,milk/cream,23,0,0,2,1,0,0,0,0,3
cod,fish,23,0,0,2,10,0,0,0,0,0
corn,hot pepper,23,0,0,3,0,0,0,0,6,13
crab,tomato,23,0,1,5,4,0,0,0,0,0
cucumber,herb,23,0,1,3,3,0,0,0,3,10
fennel,garlic,23,0,0,1,7,0,0,0,5,7
fennel,orange,23,0,0,1,2,0,0,0,7,11
fennel,white wine,23,0,0,1,4,0,0,0,0,2
feta,leafy green,23,0,0,5,3,0,0,0,0,13
feta,pasta,23,0,0,1,4,0,0,0,0,10
fruit juice,onion,23,0,1,1,0,0,0,0,5,6
gin,liqueur,23,0,0,0,0,0,0,23,0,0
ginger,jalapeno,23,0,0,3,2,0,0,0,3,4
goat cheese,herb,23,1,1,4,5,0,0,0,0,16
green bean,herb,23,0,0,1,2,0,0,0,3,10
ground beef,tomato,23,0,0,1,6,0,0,0,0,0
ham,mustard,23,1,2,3,4,0,0,0,0,1
lamb,potato,23,0,0,0,5,0,0,0,0,0
leafy green,orange,23,0,0,3,2,0,0,0,3,13
lemon,rosemary,23,0,0,2,3,1,0,0,3,4
lemon,shrimp,23,0,0,2,1,0,0,0,0,0
milk/cream,pepper,23,2,5,3,1,0,0,0,0,6
milk/cream,spinach,23,1,1,4,5,0,0,0,0,13
mushroom,soy sauce,23,0,0,0,8,0,0,0,4,4
olive,parsley,23,0,0,2,2,0,0,0,2,7
peach,raspberry,23,0,0,0,0,19,0,3,3,12
pine nut,tomato,23,0,0,1,4,0,0,0,3,12
soy sauce,vinegar,23,0,0,1,3,0,0,0,4,4
bacon,carrot,22,0,0,1,4,0,0,0,0,0
basil,pine nut,22,0,0,0,0,0,0,0,2,7
beef,milk/cream,22,1,0,0,5,0,0,0,0,0
bell pepper,cucumber,22,0,1,1,1,0,0,0,4,7
bell pepper,pork,22,2,3,2,7,0,0,0,0,0
blackberry,blueberry,22,5,1,0,0,18,0,2,2,15
brandy,fruit juice,22,0,0,0,0,0,0,19,0,0
bread,raisin,22,10,10,0,0,4,0,0,1,13
celery,garlic,22,0,0,1,1,0,0,0,4,5
cheese,corn,22,0,1,3,4,0,0,0,0,13
cherry,milk/cream,22,1,1,0,0,21,0,1,0,10
chile pepper,garlic,22,0,0,0,9,0,0,0,4,3
chocolate,pistachio,22,0,0,0,0,20,0,0,2,15
cilantro,lemon,22,0,0,1,2,0,0,0,3,7
cilantro,tortillas,22,1,0,2,4,0,0,0,1,8
citrus,pork,22,1,1,2,4,0,0,0,0,1
cranberry,pear,22,1,1,0,0,15,0,0,6,13
cream cheese,orange,22,0,0,0,0,22,0,0,0,13
cream cheese,salmon,22,7,11,8,1,0,0,0,0,0
curry,milk/cream,22,0,0,2,1,2,0,0,0,3
egg,jam or jelly,22,1,1,0,0,19,0,0,0,15
fennel,olive,22,0,0,5,1,0,0,0,6,7
feta,mint,22,1,1,0,0,0,0,0,0,11
garlic,mayonnaise,22,0,0,1,1,0,0,0,0,5
garlic,mussel,22,0,0,1,6,0,0,0,0,0
garlic,pine nut,22,0,0,1,3,0,0,0,2,10
ginger,mint,22,2,2,1,1,2,0,3,3,4
herb,lime,22,1,0,1,1,0,0,0,3,5
herb,sausage,22,2,2,1,3,0,0,0,0,0
jam or jelly,milk/cream,22,3,2,0,0,18,0,0,0,13
liqueur,triple sec,22,1,1,0,0,7,0,15,1,4
mayonnaise,potato,22,0,0,3,0,0,0,0,1,13
mint,pineapple,22,1,1,0,0,4,0,9,5,5
mushroom,thyme,22,1,0,2,5,0,0,0,4,7
mushroom,veal,22,0,0,0,5,0,0,0,0,0
onion,sage,22,0,1,2,5,0,0,0,1,6
onion,tomatillo,22,0,0,2,2,0,0,0,7,12
orange,vanilla,22,0,1,0,0,15,0,8,1,9
parmesan,sausage,22,1,0,2,6,0,0,0,0,1
pepper,potato,22,2,1,3,5,0,0,0,2,7
potato,turnip,22,0,0,4,0,0,0,0,4,10
raisin,vinegar,22,0,0,0,2,0,0,0,5,7
almond,apple,21,1,0,0,0,12,0,0,2,8
almond,dried fruit,21,5,5,0,1,7,0,0,5,13
almond,hazelnut,21,0,0,1,0,12,0,0,2,12
apricot,egg,21,0,0,1,0,15,0,2,0,11
basil,corn,21,0,0,4,2,0,0,0,3,11
basil,lemon,21,0,0,1,1,1,0,0,1,7
basil,white wine,21,0,0,0,0,0,0,1,0,1
bean,pepper,21,2,1,2,1,0,0,0,3,8
bell pepper,milk/cream,21,2,1,3,0,0,0,0,0,9
blue cheese,tomato,21,0,0,3,3,0,0,0,0,6
blue cheese,walnut,21,0,0,4,3,2,0,0,0,13
bread,herb,21,5,4,0,1,0,0,0,0,6
capers,parsley,21,0,0,1,3,0,0,0,3,4
carrot,mushroom,21,0,0,2,5,0,0,0,3,6
celery,potato,21,0,0,3,1,0,0,0,1,10
cheese,eggplant,21,0,0,5,8,0,0,0,0,16
cheese,leek,21,2,3,5,5,0,0,0,0,9
cheese,parsley,21,1,1,5,7,0,0,0,0,17
chicken,coconut,21,1,0,3,3,0,0,0,0,0
chive,egg,21,12,12,3,0,0,0,0,0,9
chocolate,strawberry,21,0,0,0,0,21,0,0,0,10
cilantro,cucumber,21,0,0,5,3,0,0,0,1,3
cinnamon,fruit juice,21,1,1,0,0,4,0,10,1,3
coconut,cream cheese,21,1,1,0,0,20,0,0,0,12
cornmeal,parmesan,21,2,0,0,0,0,0,0,0,9
cranberry,onion,21,1,1,0,1,0,0,0,2,6
cream cheese,walnut,21,0,0,0,0,18,0,0,0,14
cucumber,onion,21,0,0,3,2,0,0,0,3,8
dill,vinegar,21,0,0,0,1,0,0,0,4,6
egg,pumpkin,21,0,0,1,1,19,0,0,0,12
egg,yogurt,21,2,3,0,0,9,0,0,0,9
fish,trout,21,0,1,5,7,0,0,0,0,0
fruit juice,gin,21,0,1,0,0,0,0,21,0,0
garlic,zucchini,21,0,0,3,5,0,0,0,7,14
gin,lemon,21,0,1,0,0,0,0,18,0,0
goat cheese,pasta,21,0,0,3,7,0,0,0,0,15
goat cheese,potato,21,0,0,1,3,0,0,0,0,12
green bean,onion,21,0,0,0,5,0,0,0,10,11
herb,jalapeno,21,0,0,0,1,0,0,0,6,10
herb,spinach,21,1,1,0,3,0,0,0,0,5
lamb,rosemary,21,0,0,0,4,0,0,0,0,0
leafy green,lemon,21,0,0,5,3,0,0,0,2,7
leafy green,walnut,21,0,0,3,1,0,0,0,3,11
leek,tomato,21,0,0,1,3,0,0,0,0,2
lemon,parmesan,21,0,0,2,3,0,0,0,0,9
lemon,salmon,21,0,1,5,5,0,0,0,0,0
milk/cream,yogurt,21,3,1,0,1,12,0,1,0,7
mushroom,noodle,21,0,0,2,12,0,0,0,3,8
mushroom,parsley,21,0,0,1,2,0,0,0,3,10
mussel,shrimp,21,0,0,6,10,0,0,0,0,0
mustard,poultry,21,0,0,2,9,0,0,0,0,0
mustard,tarragon,21,0,0,1,4,0,0,0,0,1
onion,parsnip,21,0,0,1,3,0,0,0,6,7
orange,walnut,21,1,1,0,0,12,0,0,0,12
parmesan,zucchini,21,0,1,2,5,0,0,0,0,11
parsley,tarragon,21,1,1,3,4,0,0,0,3,8
parsnip,turnip,21,0,0,0,2,0,0,0,2,12
pasta,prosciutto,21,0,0,2,5,0,0,0,0,0
pork,soy sauce,21,0,0,2,10,0,0,0,0,0
poultry,thyme,21,0,0,2,6,0,0,0,0,0
rice,white wine,21,0,0,1,3,0,0,0,0,2
snapper,tomato,21,0,0,0,5,0,0,0,0,0
tarragon,tomato,21,0,1,8,4,0,0,0,4,6
almond,raspberry,20,0,1,0,0,18,0,1,1,13
apple,clove,20,1,2,0,0,6,0,8,0,5
apple,curry,20,0,0,0,0,0,0,0,0,1
apple,honey,20,1,1,0,2,11,0,2,0,13
apple,leafy green,20,1,0,3,4,0,0,1,6,15
apricot,dried fruit,20,0,0,0,4,11,0,0,4,12
artichoke,parmesan,20,0,0,3,2,0,0,0,0,8
asparagus,egg,20,5,8,2,0,0,0,0,0,8
avocado,jalapeno,20,0,0,5,2,0,0,0,6,7
bean,corn,20,0,0,1,3,0,0,0,7,11
bean,potato,20,0,0,2,2,0,0,0,2,8
bean,rice,20,0,2,3,2,0,0,0,2,8
beef,thyme,20,0,0,0,6,0,0,0,0,0
beet,carrot,20,1,1,1,4,0,0,1,7,14
blackberry,egg,20,2,1,0,1,19,0,0,0,14
bourbon,milk/cream,20,0,0,1,1,11,0,6,0,9
brandy,orange,20,0,1,0,0,3,0,16,1,3
broccoli rabe,garlic,20,1,1,1,4,0,0,0,7,12
cabbage,cilantro,20,0,0,2,3,0,0,0,6,7
cabbage,ginger,20,0,0,2,2,0,0,0,6,9
cabbage,mayonnaise,20,0,0,1,2,0,0,0,0,13
carrot,radish,20,1,1,5,5,0,0,0,3,8
cheese,rice,20,0,0,0,4,0,0,0,0,9
cheese,rosemary,20,0,0,3,3,1,0,0,0,11
cheese,swiss cheese,20,1,1,7,3,0,0,0,0,8
cheese,tortillas,20,2,2,3,7,0,0,0,0,11
chile pepper,tomato,20,0,0,3,7,0,0,0,6,7
chocolate,citrus,20,0,0,0,0,19,0,0,0,10
cilantro,citrus,20,0,0,1,2,0,0,0,3,5
cinnamon,rum,20,1,1,0,0,7,0,9,1,4
coconut,mango,20,1,1,0,0,14,0,3,3,12
corn,garlic,20,0,0,0,5,0,0,0,2,6
corn,pepper,20,0,1,4,2,0,0,0,3,7
cornmeal,tomato,20,0,0,0,4,0,0,0,0,5
cream cheese,ginger,20,0,0,0,0,18,0,0,0,14
curry,tomato,20,0,0,3,5,0,0,0,2,4
egg,honey,20,5,4,0,0,12,0,2,0,13
egg,nutmeg,20,0,1,0,1,7,0,6,0,10
egg,pear,20,2,2,0,0,17,0,0,0,14
eggplant,zucchini,20,0,0,1,2,0,0,0,7,15
feta,spinach,20,2,3,2,4,0,0,0,0,11
